name,img_link,description,tags,ingredients,recipe,about
Bazooka Joe,/media/k2/items/cache/48689e827932dc70ec0a6e6067e8a72b_S.jpg,Le cocktail Bazooka Joe : une recette au curacao bleu qui porte le nom d'un personnage de bande dessinée.,Liqueur / crème de banane; Baileys; Curacao bleu,2 cl de Curaçao Bleu; 2 cl de liqueur de banane; 2 cl de Baileys,"Verser en étageant le curaçao bleu, puis la liqueur de banane et enfin la crème de whisky (voir Comment réaliser des cocktails à étages ?).","La recette du Bazooka Joe peut aussi se réaliser au shaker, la faire en shooter est malgré tout bien plus présentable mais il sera plus appréciable dans ce cas de réfrigérer au préalable les ingrédients. Si vous utilisez de la crème de banane à la place d'une liqueur, il vous faudra sans doute la verser en premier, donc avant le curaçao. La crème ayant en effet théoriquement un taux de sucre supérieur, elle ne pourra donc se superposer que si elle est en première position.; Bazooka Joe est le personnage phare d'une célèbre bande dessinée appelée ""Bazooka Bubble gum""."
Metropolitan,/media/k2/items/cache/bfef6034dab7e57f223e48f4dcf3e90d_S.jpg,Le cocktail Metropolitan : la variante au brandy du célèbre Manhattan.,Au verre à mélange; Brandy; Angostura bitters; Sirop de sucre; Vermouth rouge,"2,5 cl de brandy (Cognac...); 5 cl de vermouth rouge (Martini...); 0,5 cl de sirop de sucre (optionnel, plus doux); 3 traits d'Angostura Bitters","Verser dans un verre à mélange à moitié rempli de glaçons puis le brandy, le vermouth rouge et le sirop de sucre.; Remuer à l'aide d'une cuillère à mélange jusqu'à refroidissement.; Filtrer dans une coupe.; Garnir avec un zeste de citron.",Le Metropolitan est la variante au brandy du célèbre Manhattan.
Pick me up,/media/k2/items/cache/398a8bc2e3f7f879ff0986359513be80_S.jpg,Le cocktail Pick me up : une recette douce et fruitée idéale pour une réception.,Au shaker; Sirop de grenadine; Jus de citron; Brandy; Champagne,"3 cl de brandy (Cognac); 1,5 cl de jus de citron; 0,5 cl de sirop de grenadine; 7 cl de Champagne","Frapper au shaker avec quelques glaçons le brandy, le jus de citron et le sirop de grenadine.; Filtrer dans une flûte.; Compléter avec le Champagne.","L’histoire du Pick Me Up remonte aux années 1920-1930, une période marquée par l’effervescence des bars à cocktails, notamment à Paris et à Londres. C’est dans cette ambiance que le cocktail aurait vu le jour, notamment grâce à des barmen travaillant dans des établissements de renom.; Il est souvent attribué au Harry’s New York Bar à Paris, un lieu emblématique de la mixologie où de nombreux cocktails célèbres ont été créés. Dans ce bar fréquenté par des écrivains et artistes comme Ernest Hemingway et F. Scott Fitzgerald, les barmen avaient pour habitude de concocter des mélanges spécialement dédiés à ""réveiller"" les noctambules après des soirées bien arrosées."
Screwdriver,/media/k2/items/cache/39eee751af30032eeece2f48de2de4ba_S.jpg,"Le Screwdriver (ou vodka orange) : cocktail signifiant ""tournevis"" car c'est l'outil grâce auquel le cocktail aurait été mélangé !",Direct au verre; Jus d’orange; Vodka,5 cl de vodka; 10 cl de jus d'orange pressée,Remplir un verre de glace.; Verser la vodka puis le jus d'orange.; Remuer à l'aide d'une cuillère à mélange.,"L’une des théories les plus répandues sur la naissance du Screwdriver nous emmène dans les années 1940, au cœur des champs pétroliers du Moyen-Orient. Des ouvriers américains, travaillant dans des conditions extrêmes, avaient pris l’habitude d’ajouter de la vodka dans leur jus d’orange pour se désaltérer tout en se donnant un petit coup de fouet. N’ayant parfois rien d’autre sous la main pour remuer leur boisson, ils utilisaient le tournevis (en anglais, screwdriver) qu’ils avaient dans leur poche. Ce geste anodin aurait donné son nom au cocktail."
Bloody Mary,/media/k2/items/cache/1c0ae2205709722b62e843abc0471a55_S.jpg,Le cocktail Bloody Mary : une recette originale qui porte le nom d'une légende redoutable.,Direct au verre; Cocktail classique; Jus de citron; Vodka; Jus de tomate,5 cl de vodka; 2 cl de jus de citron pressé et filtré; 8 cl de jus de tomate; 1 trait de sauce worcestershire; Quelques gouttes de tabasco,"Remplir un verre de glaçons.; Ajouter la vodka, le jus de tomate, le jus de citron, un trait de sauce worcestershire puis quelques gouttes de tabasco.; Ajouter selon votre goût du sel, sel de céleri et/ou poivre.; Remuer à l'aide d'une cuillère à mélange puis ajoutez une branche de céleri en décoration.","L’histoire la plus couramment acceptée place l’invention du Bloody Mary dans les années 1920, au célèbre Harry’s New York Bar à Paris. À cette époque, de nombreux émigrés russes fuyaient la Révolution bolchévique et introduisaient la vodka en Europe, tandis que le jus de tomate était une nouveauté en vogue.; C’est Fernand ""Pete"" Petiot, un barman français travaillant au Harry’s, qui aurait eu l’idée de mélanger les deux ingrédients en parts égales pour créer une boisson simple et rafraîchissante. À ses débuts, cette recette portait le nom de ""Bucket of Blood"", en raison de sa couleur rougeâtre."
Vodkatini (vodka martini),/media/k2/items/cache/37a06e4a72d6cb27621f1ed829bbee81_S.jpg,"La Vodkatini : Appelé aussi Vodka Martini, c'est le cocktail préféré de James Bond !",Au verre à mélange; Vodka; Vermouth blanc (Martini),"6 cl de vodka; 2 cl de vermouth blanc (Martini, Noilly prat...)","Insérer les glaçons, la vodka puis le vermouth dans un verre à mélange.; Remuer à l'aide d'une cuillère à mélange jusqu'à refroidissement.; Verser dans un verre à cocktail en filtrant la glace.; Ajouter une olive verte au fond du verre ou sur un pic en bois.","Le Vodka Martini est une variante moderne du Martini classique, qui, à l’origine, était préparé avec du gin et du vermouth. Le Martini lui-même remonte au XIXe siècle, avec des mentions de recettes similaires trouvées dans d’anciens manuels de cocktails, notamment le ""Martinez"", apparu dans les années 1860-1880.; Cependant, ce n’est qu’au XXe siècle, avec l’essor de la vodka, que la version Vodka Martini commence à se populariser. L’introduction de la vodka sur le marché américain, notamment après la Seconde Guerre mondiale, marque un tournant dans la mixologie. Contrairement au gin, qui a une palette aromatique marquée par les baies de genévrier et d'autres plantes, la vodka offre une base plus neutre, permettant un cocktail plus doux et plus accessible."
Sex in the Driveway,/media/k2/items/cache/9e02f79f72eca3ca589ae757d97a7173_S.jpg,Le cocktail Sex In The Driveway : la variante bleue du célèbre Sex On The Beach.,Direct au verre; Vodka; Liqueur / crème de pêche; Curacao bleu,4 cl de Vodka; 2 cl de Liqueur de pêche (Peach schnapps...); 2 cl de Curaçao Bleu; 7 cl de Sprite,"Remplir un verre de glaçons.; Verser directement dans le verre la vodka, la liqueur de pêche et le curacao bleu.; Compléter avec le Sprite.; Décorer avec une rondelle de citron.","Le cocktail Sex in the Driveway est une variante du fameux Sex on the Beach.; Sa couleur bleue que lui confère le curaçao fait de lui un joli cocktail, mais le lien n'est pas évident à faire entre la couleur et le nom donné à ce cocktail. Les driveways sont effectivement les courtes allées situées entre une rue et une porte de garage...; Contrairement au Sex On The Beach, le Sex In The Driveway n'a pas besoin d'être shaké, ce qui le rend plus simple à faire pour les plus novices."
Batida de Coco,/media/k2/items/cache/9911ecbea07a30e7c89fdadbe8a058e8_S.jpg,"Le Batida de coco : le plus célèbre cocktail de la famille des ""batidas"" brésiliennes.",Au blender; Lait; Crème et lait de coco; Cachaça,5 cl de Cachaça; 5 cl de lait de coco; 2 cl de lait concentré sucré (lait condensé),"Mixer au blender avec de la glace pilée la Cachaça, le lait de coco et le lait concentré sucré.; Verser dans un verre à cocktail.; Décorer le bord du verre avec un fruit de saison au choix : quartier d'ananas, fraise...","Le mot ""Batida"" signifie littéralement ""battue"" ou ""mixée"" en portugais, ce qui reflète la manière dont ce cocktail est préparé : en mélangeant des ingrédients jusqu’à obtenir une texture homogène et veloutée.; La Batida est une catégorie de cocktails brésiliens qui associe la cachaça (un alcool de canne à sucre) avec divers jus de fruits, du lait ou du lait concentré. Parmi les nombreuses variantes, la Batida de Coco est l’une des plus populaires en raison de son goût sucré et tropical.; Cette boisson est souvent servie lors des festivals et célébrations au Brésil, notamment pendant le Carnaval de Rio, où elle est consommée aussi bien dans les bars que sur les plages."
Harvey Wallbanger,/media/k2/items/cache/867519228d1d5325856fc61d710ded0e_S.jpg,"Le Harvey Wallbanger : un cocktail qui signifie ""Harvey qui se prend un mur"" !",Direct au verre; Jus d’orange; Vodka; Liqueur Galliano,5 cl de vodka; 9 cl de jus d'orange; 1 cl de liqueur Galliano,"Remplir de glace un tumbler.; Verser la vodka, le jus d'orange puis la liqueur Galliano.; Remuer à l'aide d'une cuillère à mélange.; Décorer avec un quartier d'orange et éventuellement une cerise sur le bord du verre.","L’histoire du Harvey Wallbanger remonte au milieu des années 1950, bien que ce ne soit qu’une décennie plus tard qu’il gagne véritablement en popularité. Le cocktail est l’œuvre d’un barman américain nommé Donato ""Duke"" Antone, qui travaillait à Los Angeles, en Californie. C’est lui qui aurait créé la recette originale du cocktail en utilisant une combinaison de vodka, de jus d’orange et de Galliano, une liqueur italienne à base d’herbes et d’épices.; Cependant, ce n'est qu’au début des années 1970 que le cocktail prend son nom. L’origine du nom est elle-même un peu floue, mais la version la plus répandue raconte qu’un homme du nom de Harvey, un client régulier de l’établissement d’Antone, aurait été particulièrement fan de la nouvelle boisson. Après avoir consommé plusieurs de ces cocktails, il se serait retrouvé dans un état bien particulier, provoquant la création de ce nom mémorable : ""Wallbanger"", en référence à son comportement légèrement ""balancé"" après plusieurs verres. C’est donc un jeu de mots qui donne son nom au cocktail, une allusion à la fois au personnage et à l'effet de la boisson."
Sangria,/media/k2/items/cache/5fa21cd9e0d2531a2f1dfdffbab46f70_S.jpg,La Sangria : une recette fruitée originaire d'Espagne.,Direct au verre; Cocktail classique; Brandy; Limonade; Ginger Ale; Vin rouge,75 cl de vin rouge (1 bouteille classique); 8 cl de brandy (Cognac); 1 citron coupé en quartiers; 1 orange coupée en quartier; 20 cl de limonade ou ginger ale (Canada Dry),Ajouter tous les ingrédients sauf la limonade dans un grand bol à punch.; Laisser reposer au réfrigérateur idéalement 24 heures.; Ajouter la limonade (ou ginger ale) avant de servir.,"L’histoire de la Sangria remonte à plusieurs siècles. Son origine exacte est incertaine, mais on pense qu’elle dérive d’une tradition vieille de plus de 2000 ans, datant de l’époque romaine. Lorsque les Romains ont envahi la péninsule ibérique, ils ont planté des vignes et favorisé la consommation de vin.; À cette époque, l’eau potable n’était pas toujours fiable, et il était courant de mélanger du vin avec des fruits, des épices et du miel pour masquer les éventuels goûts désagréables et désinfecter le liquide. Ce mélange alcoolisé est un lointain ancêtre de la Sangria que nous connaissons aujourd’hui."
Chimayo,/media/k2/items/cache/4ccbd8f9cf85039af7a26ff5d030e033_S.jpg,Le cocktail Chimayo : une recette rafraîchissante provenant du Nouveau-Mexique.,Direct au verre; Jus de citron; Jus de pomme; Tequila; Crème de cassis,4 cl de tequila; 2 cl de crème de cassis; 2 cl de jus de citron pressé et filtré; 4 cl de jus de pomme,"Remplir un verre de glaçons.; Verser directement la tequila, la crème de cassis, le jus de citron et le jus de pomme.; Mélanger à l'aide d'une cuillère à mélange.; Décorer optionnellement avec des quartiers de pomme sur un pique en bois posé sur le verre.","Le Chimayó est un cocktail unique qui marie la chaleur de la tequila à la douceur de la pomme, créant ainsi une boisson automnale aux saveurs réconfortantes. Son histoire est intimement liée à la petite ville de Chimayó, au Nouveau-Mexique, d’où il tire son nom.; Ce cocktail a été inventé dans les années 1960 par Arutro Jaramillo, propriétaire du restaurant Rancho de Chimayó, un établissement réputé pour sa cuisine traditionnelle du sud-ouest des États-Unis. Cherchant à créer une boisson originale qui mettrait en valeur la culture locale et les ingrédients de la région, Jaramillo décide d’associer la tequila, un alcool profondément ancré dans l’histoire mexicaine, avec le jus de pomme, un produit largement cultivé au Nouveau-Mexique.; Le résultat est une boisson équilibrée et élégante, composée de tequila, de jus de pomme frais, de crème de cassis et de jus de citron, souvent servie avec une tranche de pomme en garniture. Ce mélange offre une alternative originale aux classiques cocktails à base de tequila, avec une touche fruitée et légèrement acidulée.; Grâce à son succès au Rancho de Chimayó, le cocktail a progressivement gagné en notoriété, devenant une spécialité appréciée au-delà du Nouveau-Mexique. Aujourd’hui, le Chimayó est un choix idéal pour les amateurs de tequila à la recherche d’une saveur douce et réconfortante, parfaite pour les saisons fraîches."
Tom Collins,/media/k2/items/cache/deb9f9efc56ef2a940bdf0d58ccaad5c_S.jpg,Le Tom Collins : Le cocktail rendu célèbre grâce à un canular légendaire !,Cocktail classique; Au shaker; Jus de citron; Gin; Eau gazeuse; Sirop de sucre,"7 cl de gin; 2,5 cl de jus de citron pressé et filtré; 2,5 cl de sirop de sucre; 6 cl d'eau gazeuse","Frapper au shaker avec quelques glaçons le gin, le jus de citron et le sirop de sucre.; Filtrer dans un verre puis compléter avec l'eau gazeuse.","L’histoire du Tom Collins est un peu floue et fait l’objet de plusieurs théories. Selon l’une des versions les plus populaires, ce cocktail a été inventé à Londres, dans les années 1860, par un barman du nom de John S. Collins."
French Connection,/media/k2/items/cache/ee842e3019fee30e4ca87cc93974d54b_S.jpg,Le French Connection : Un cocktail au subtil goût d'amande pour l'après-repas.,Direct au verre; Cocktail classique; Brandy; Liqueur d’amandes,4 cl de brandy (Cognac...); 4 cl de Amaretto,Verser directement le brandy et l'Amaretto dans un verre contenant quelques glaçons.; Remuer à l'aide d'une cuillère à mélange.,"Le cocktail French Connection est un digestif dont la recette se réalise à parts égales de Cognac et d'Amaretto, il a été appelé ainsi d'après le film américan de 1971 du même nom The French Connection."
